"Detenteur de la position courte nette";"Legal Entity Identifier detenteur";"Emetteur / issuer";"Ratio";"code ISIN";"Date de debut position";"Date de debut de publication position";"Date de fin de publication position"
"AFFM S.A.";"2221009AB8S6I2B2QQ47";"TECHNIP";"0.59";"FR0000131708";"2015-09-07";"2015-09-08";"2016-09-27"
"AFFM S.A.";"2221009AB8S6I2B2QQ47";"TECHNIP";"0.44";"FR0000131708";"2015-08-17";"2015-08-18";"2015-08-19"
"AFFM S.A.";"2221009AB8S6I2B2QQ47";"TECHNIP";"0.54";"FR0000131708";"2015-04-10";"2015-04-13";"2015-08-19"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.45";"FR0000031122";"2020-06-09";"2020-06-10";"2020-06-11"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.59";"FR0000031122";"2020-05-27";"2020-05-28";"2020-06-11"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.68";"FR0000031122";"2020-03-17";"2020-03-18";"2020-06-11"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.7";"FR0000031122";"2020-03-16";"2020-03-17";"2020-06-11"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.69";"FR0000031122";"2020-03-13";"2020-03-16";"2020-06-11"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.81";"FR0000031122";"2020-03-12";"2020-03-13";"2020-06-11"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.7";"FR0000031122";"2020-03-11";"2020-03-12";"2020-06-11"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.69";"FR0000031122";"2020-03-09";"2020-03-10";"2020-06-11"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.52";"FR0000031122";"2020-02-27";"2020-02-28";"2020-06-11"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.48";"FR0000031122";"2018-11-05";"2018-11-06";"2018-11-07"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.58";"FR0000031122";"2018-10-29";"2018-10-30";"2018-11-07"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.6";"FR0000031122";"2018-09-27";"2018-09-28";"2018-11-07"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.57";"FR0000031122";"2018-09-21";"2018-09-24";"2018-11-07"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.64";"FR0000031122";"2018-08-28";"2018-08-29";"2018-11-07"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.79";"FR0000031122";"2018-08-16";"2018-08-17";"2018-11-07"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.88";"FR0000031122";"2018-08-08";"2018-08-09";"2018-11-07"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.96";"FR0000031122";"2018-08-02";"2018-08-03";"2018-11-07"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"1.0";"FR0000031122";"2018-07-17";"2018-07-18";"2018-11-07"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.94";"FR0000031122";"2018-07-06";"2018-07-09";"2018-11-07"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.82";"FR0000031122";"2018-07-03";"2018-07-04";"2018-11-07"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.73";"FR0000031122";"2018-06-28";"2018-06-29";"2018-11-07"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.61";"FR0000031122";"2018-06-13";"2018-06-14";"2018-11-07"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.5";"FR0000031122";"2018-05-09";"2018-05-10";"2018-11-07"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.46";"FR0000031122";"2017-02-24";"2017-02-27";"2017-02-28"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.58";"FR0000031122";"2017-02-20";"2017-02-21";"2017-02-28"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.68";"FR0000031122";"2017-01-06";"2017-01-09";"2017-02-28"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.79";"FR0000031122";"2016-12-22";"2016-12-23";"2017-02-28"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.88";"FR0000031122";"2016-12-19";"2016-12-20";"2017-02-28"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.98";"FR0000031122";"2016-12-15";"2016-12-16";"2017-02-28"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"1.0";"FR0000031122";"2016-12-01";"2016-12-02";"2017-02-28"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.9";"FR0000031122";"2016-11-24";"2016-11-25";"2017-02-28"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.8";"FR0000031122";"2016-11-17";"2016-11-18";"2017-02-28"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.73";"FR0000031122";"2016-11-14";"2016-11-15";"2017-02-28"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.67";"FR0000031122";"2016-11-11";"2016-11-14";"2017-02-28"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.56";"FR0000031122";"2016-11-09";"2016-11-10";"2017-02-28"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.66";"FR0000031122";"2016-11-07";"2016-11-08";"2017-02-28"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.78";"FR0000031122";"2016-11-03";"2016-11-04";"2017-02-28"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.84";"FR0000031122";"2016-11-02";"2016-11-03";"2017-02-28"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.98";"FR0000031122";"2016-10-28";"2016-10-31";"2017-02-28"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"1.08";"FR0000031122";"2016-10-25";"2016-10-26";"2017-02-28"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"1.11";"FR0000031122";"2016-10-07";"2016-10-10";"2017-02-28"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"1.01";"FR0000031122";"2016-10-05";"2016-10-06";"2017-02-28"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.9";"FR0000031122";"2016-09-30";"2016-10-03";"2017-02-28"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.85";"FR0000031122";"2016-09-29";"2016-09-30";"2017-02-28"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.7";"FR0000031122";"2016-09-26";"2016-09-27";"2017-02-28"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.6";"FR0000031122";"2016-09-20";"2016-09-21";"2017-02-28"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.59";"FR0000031122";"2016-09-16";"2016-09-19";"2017-02-28"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.62";"FR0000031122";"2016-09-14";"2016-09-15";"2017-02-28"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"AIR FRANCE-KLM";"0.51";"FR0000031122";"2016-09-08";"2016-09-09";"2017-02-28"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ALSTOM";"0.49";"FR0010220475";"2024-03-07";"2024-03-08";"2024-03-11"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ALSTOM";"0.5";"FR0010220475";"2024-02-14";"2024-02-15";"2024-03-11"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ALTRAN TECHNOLOGIES";"0.2";"FR0000034639";"2019-06-26";"2019-06-27";"2019-06-28"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ALTRAN TECHNOLOGIES";"0.6";"FR0000034639";"2019-05-09";"2019-05-10";"2019-06-28"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ALTRAN TECHNOLOGIES";"0.5";"FR0000034639";"2019-04-18";"2019-04-19";"2019-06-28"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ALTRAN TECHNOLOGIES";"0.47";"FR0000034639";"2019-03-18";"2019-03-19";"2019-03-20"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ALTRAN TECHNOLOGIES";"0.59";"FR0000034639";"2019-01-08";"2019-01-09";"2019-03-20"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ALTRAN TECHNOLOGIES";"0.6";"FR0000034639";"2018-12-17";"2018-12-18";"2019-03-20"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ALTRAN TECHNOLOGIES";"0.59";"FR0000034639";"2018-11-20";"2018-11-21";"2019-03-20"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ALTRAN TECHNOLOGIES";"0.6";"FR0000034639";"2018-11-13";"2018-11-14";"2019-03-20"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ALTRAN TECHNOLOGIES";"0.52";"FR0000034639";"2018-11-09";"2018-11-12";"2019-03-20"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"0.48";"FR0013181864";"2020-03-04";"2020-03-05";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"0.58";"FR0013181864";"2020-02-28";"2020-03-02";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"0.68";"FR0013181864";"2020-02-25";"2020-02-26";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"0.7";"FR0013181864";"2020-01-23";"2020-01-24";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"0.69";"FR0013181864";"2020-01-03";"2020-01-06";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"0.78";"FR0013181864";"2019-12-13";"2019-12-16";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"0.89";"FR0013181864";"2019-12-09";"2019-12-10";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"0.99";"FR0013181864";"2019-12-03";"2019-12-04";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"1.08";"FR0013181864";"2019-11-26";"2019-11-27";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"1.16";"FR0013181864";"2019-11-22";"2019-11-25";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"1.25";"FR0013181864";"2019-11-18";"2019-11-19";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"1.37";"FR0013181864";"2019-11-07";"2019-11-08";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"1.49";"FR0013181864";"2019-10-08";"2019-10-09";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"1.5";"FR0013181864";"2019-09-25";"2019-09-26";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"1.46";"FR0013181864";"2019-09-06";"2019-09-09";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"1.57";"FR0013181864";"2019-08-30";"2019-09-02";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"1.61";"FR0013181864";"2019-08-02";"2019-08-05";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"1.58";"FR0013181864";"2019-07-30";"2019-07-31";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"1.66";"FR0013181864";"2019-07-17";"2019-07-18";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"1.78";"FR0013181864";"2019-06-05";"2019-06-06";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"1.78";"FR0013181864";"2019-05-28";"2019-05-29";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"1.86";"FR0013181864";"2019-05-21";"2019-05-22";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"1.96";"FR0013181864";"2019-05-15";"2019-05-16";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"2.0";"FR0013181864";"2019-05-13";"2019-05-14";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"1.92";"FR0013181864";"2019-05-08";"2019-05-09";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"1.81";"FR0013181864";"2019-04-26";"2019-04-29";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"1.71";"FR0013181864";"2019-04-08";"2019-04-09";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"1.61";"FR0013181864";"2019-03-29";"2019-04-01";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"1.51";"FR0013181864";"2019-03-27";"2019-03-28";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"1.4";"FR0013181864";"2019-03-18";"2019-03-19";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"1.3";"FR0013181864";"2019-03-14";"2019-03-15";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"1.23";"FR0013181864";"2019-03-13";"2019-03-14";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"1.16";"FR0013181864";"2019-03-12";"2019-03-13";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"1.0";"FR0013181864";"2019-03-08";"2019-03-11";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"0.92";"FR0013181864";"2019-03-07";"2019-03-08";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"0.85";"FR0013181864";"2019-03-06";"2019-03-07";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"0.71";"FR0013181864";"2019-03-04";"2019-03-05";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"0.64";"FR0013181864";"2019-03-01";"2019-03-04";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"0.52";"FR0013181864";"2019-02-27";"2019-02-28";"2020-03-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"0.43";"FR0013181864";"2018-09-28";"2018-10-01";"2018-10-02"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"0.56";"FR0013181864";"2018-09-26";"2018-09-27";"2018-10-02"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"0.61";"FR0013181864";"2018-09-10";"2018-09-11";"2018-10-02"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"CGG";"0.53";"FR0013181864";"2018-09-05";"2018-09-06";"2018-10-02"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ELIS";"0.49";"FR0012435121";"2019-03-14";"2019-03-15";"2019-03-18"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ELIS";"0.58";"FR0012435121";"2019-02-19";"2019-02-20";"2019-03-18"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ELIS";"0.61";"FR0012435121";"2018-12-18";"2018-12-19";"2019-03-18"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ELIS";"0.51";"FR0012435121";"2018-11-01";"2018-11-02";"2019-03-18"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ELIS";"0.49";"FR0012435121";"2018-10-30";"2018-10-31";"2018-11-01"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ELIS";"0.5";"FR0012435121";"2018-10-19";"2018-10-22";"2018-11-01"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"0.39";"FR0000131757";"2020-06-10";"2020-06-11";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"0.59";"FR0000131757";"2020-06-09";"2020-06-10";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"0.76";"FR0000131757";"2020-06-08";"2020-06-09";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"0.84";"FR0000131757";"2020-06-05";"2020-06-08";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"0.91";"FR0000131757";"2020-06-04";"2020-06-05";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"1.1";"FR0000131757";"2020-06-03";"2020-06-04";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"1.27";"FR0000131757";"2020-05-29";"2020-06-01";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"1.48";"FR0000131757";"2020-05-26";"2020-05-27";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"1.59";"FR0000131757";"2020-05-18";"2020-05-19";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"1.68";"FR0000131757";"2020-03-19";"2020-03-20";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"1.79";"FR0000131757";"2020-03-09";"2020-03-10";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"1.8";"FR0000131757";"2020-02-21";"2020-02-24";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"1.73";"FR0000131757";"2020-02-20";"2020-02-21";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"1.61";"FR0000131757";"2020-02-17";"2020-02-18";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"1.5";"FR0000131757";"2020-01-28";"2020-01-29";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"1.4";"FR0000131757";"2020-01-24";"2020-01-27";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"1.39";"FR0000131757";"2020-01-20";"2020-01-21";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"1.47";"FR0000131757";"2020-01-14";"2020-01-15";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"1.57";"FR0000131757";"2019-12-13";"2019-12-16";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"1.6";"FR0000131757";"2019-12-10";"2019-12-11";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"1.51";"FR0000131757";"2019-12-03";"2019-12-04";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"1.41";"FR0000131757";"2019-11-21";"2019-11-22";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"1.38";"FR0000131757";"2019-11-07";"2019-11-08";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"1.4";"FR0000131757";"2019-10-03";"2019-10-04";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"1.32";"FR0000131757";"2019-09-25";"2019-09-26";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"1.27";"FR0000131757";"2019-09-18";"2019-09-19";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"1.3";"FR0000131757";"2019-09-17";"2019-09-18";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"1.29";"FR0000131757";"2019-09-16";"2019-09-17";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"1.39";"FR0000131757";"2019-09-10";"2019-09-11";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"1.42";"FR0000131757";"2019-09-05";"2019-09-06";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"1.32";"FR0000131757";"2019-09-02";"2019-09-03";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"1.21";"FR0000131757";"2019-08-28";"2019-08-29";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"1.12";"FR0000131757";"2019-08-23";"2019-08-26";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"1.01";"FR0000131757";"2019-08-21";"2019-08-22";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"0.9";"FR0000131757";"2019-08-19";"2019-08-20";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"0.8";"FR0000131757";"2019-08-15";"2019-08-16";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"0.73";"FR0000131757";"2019-08-13";"2019-08-14";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"0.6";"FR0000131757";"2019-08-08";"2019-08-09";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ERAMET";"0.52";"FR0000131757";"2019-08-05";"2019-08-06";"2020-06-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ILIAD";"0.49";"FR0004035913";"2019-09-23";"2019-09-24";"2019-09-25"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ILIAD";"0.5";"FR0004035913";"2019-09-19";"2019-09-20";"2019-09-25"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ILIAD";"0.48";"FR0004035913";"2019-08-02";"2019-08-05";"2019-08-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ILIAD";"0.5";"FR0004035913";"2019-07-26";"2019-07-29";"2019-08-06"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ILIAD";"0.49";"FR0004035913";"2019-07-25";"2019-07-26";"2019-07-29"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ILIAD";"0.5";"FR0004035913";"2019-07-24";"2019-07-26";"2019-07-29"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ILIAD";"0.49";"FR0004035913";"2019-04-12";"2019-04-15";"2019-04-16"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ILIAD";"0.51";"FR0004035913";"2019-03-28";"2019-03-29";"2019-04-16"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ILIAD";"0.49";"FR0004035913";"2019-03-21";"2019-03-22";"2019-03-25"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ILIAD";"0.54";"FR0004035913";"2019-03-19";"2019-03-20";"2019-03-25"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ILIAD";"0.61";"FR0004035913";"2019-03-08";"2019-03-11";"2019-03-25"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ILIAD";"0.53";"FR0004035913";"2019-03-05";"2019-03-06";"2019-03-25"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ILIAD";"0.49";"FR0004035913";"2018-10-16";"2018-10-17";"2018-10-18"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"ILIAD";"0.5";"FR0004035913";"2018-10-11";"2018-10-12";"2018-10-18"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"LAGARDERE SA";"0.49";"FR0000130213";"2020-10-29";"2020-10-30";"2020-11-02"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"LAGARDERE SA";"0.5";"FR0000130213";"2020-09-22";"2020-09-23";"2020-11-02"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"LAGARDERE SA";"0.49";"FR0000130213";"2020-05-28";"2020-05-29";"2020-06-01"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"LAGARDERE SA";"0.53";"FR0000130213";"2020-03-16";"2020-03-17";"2020-06-01"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"LAGARDERE SA";"0.49";"FR0000130213";"2018-04-30";"2018-05-01";"2018-05-02"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"LAGARDERE SA";"0.51";"FR0000130213";"2018-04-18";"2018-04-19";"2018-05-02"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"NEXANS";"0.46";"FR0000044448";"2019-04-10";"2019-04-11";"2019-04-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"NEXANS";"0.5";"FR0000044448";"2019-04-09";"2019-04-10";"2019-04-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"NEXANS";"0.75";"FR0000044448";"2019-04-05";"2019-04-08";"2019-04-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"NEXANS";"0.88";"FR0000044448";"2019-04-03";"2019-04-04";"2019-04-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"NEXANS";"0.96";"FR0000044448";"2019-04-02";"2019-04-03";"2019-04-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"NEXANS";"1.16";"FR0000044448";"2019-04-01";"2019-04-02";"2019-04-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"NEXANS";"1.21";"FR0000044448";"2019-03-25";"2019-03-26";"2019-04-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"NEXANS";"1.19";"FR0000044448";"2019-03-19";"2019-03-20";"2019-04-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"NEXANS";"1.21";"FR0000044448";"2019-03-11";"2019-03-12";"2019-04-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"NEXANS";"1.1";"FR0000044448";"2019-03-05";"2019-03-06";"2019-04-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"NEXANS";"1.09";"FR0000044448";"2019-03-04";"2019-03-05";"2019-04-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"NEXANS";"1.1";"FR0000044448";"2019-02-27";"2019-02-28";"2019-04-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"NEXANS";"1.06";"FR0000044448";"2019-02-18";"2019-02-19";"2019-04-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"NEXANS";"1.16";"FR0000044448";"2019-02-14";"2019-02-15";"2019-04-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"NEXANS";"1.28";"FR0000044448";"2019-02-07";"2019-02-08";"2019-04-12"
"AHL Partners LLP";"549300LPS48DJ96NXT15";"NEXANS";"1.37";"FR0000044448";"2019-01-29";"2019-01-30";"2019-04-12"
