"Detenteur de la position courte nette";"Legal Entity Identifier detenteur";"Emetteur / issuer";"Ratio";"code ISIN";"Date de debut position";"Date de debut de publication position";"Date de fin de publication position"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"CLARIANE SE";"0.61";"FR0010386334";"2022-03-08";"2022-03-09";"2022-11-04"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"CLARIANE SE";"0.52";"FR0010386334";"2022-03-02";"2022-03-03";"2022-11-04"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.49";"FR0010417345";"2021-03-01";"2021-03-02";"2021-03-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.59";"FR0010417345";"2021-02-24";"2021-02-25";"2021-03-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.63";"FR0010417345";"2021-02-22";"2021-02-23";"2021-03-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.77";"FR0010417345";"2021-02-18";"2021-02-19";"2021-03-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.86";"FR0010417345";"2021-02-16";"2021-02-18";"2021-03-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.98";"FR0010417345";"2021-02-15";"2021-02-16";"2021-03-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"1.06";"FR0010417345";"2021-02-11";"2021-02-12";"2021-03-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"1.17";"FR0010417345";"2021-02-09";"2021-02-10";"2021-03-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"1.26";"FR0010417345";"2021-02-05";"2021-02-08";"2021-03-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"1.39";"FR0010417345";"2021-02-01";"2021-02-02";"2021-03-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"1.41";"FR0010417345";"2021-01-18";"2021-01-19";"2021-03-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"1.34";"FR0010417345";"2021-01-13";"2021-01-14";"2021-03-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"1.29";"FR0010417345";"2021-01-12";"2021-01-13";"2021-03-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"1.17";"FR0010417345";"2021-01-11";"2021-01-12";"2021-03-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"1.07";"FR0010417345";"2021-01-08";"2021-01-11";"2021-03-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.98";"FR0010417345";"2021-01-07";"2021-01-08";"2021-03-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.89";"FR0010417345";"2021-01-06";"2021-01-07";"2021-03-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.96";"FR0010417345";"2021-01-05";"2021-01-06";"2021-03-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"1.09";"FR0010417345";"2020-12-30";"2020-12-31";"2021-03-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"1.11";"FR0010417345";"2020-12-22";"2020-12-23";"2021-03-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"1.07";"FR0010417345";"2020-12-21";"2020-12-22";"2021-03-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"1.11";"FR0010417345";"2020-12-14";"2020-12-15";"2021-03-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"1.0";"FR0010417345";"2020-12-09";"2020-12-10";"2021-03-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.99";"FR0010417345";"2020-12-07";"2020-12-08";"2021-03-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"1.04";"FR0010417345";"2020-12-04";"2020-12-07";"2021-03-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"1.1";"FR0010417345";"2020-12-03";"2020-12-04";"2021-03-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"1.04";"FR0010417345";"2020-12-01";"2020-12-03";"2021-03-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.97";"FR0010417345";"2020-11-25";"2020-11-26";"2021-03-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"1.0";"FR0010417345";"2020-11-11";"2020-11-13";"2021-03-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.92";"FR0010417345";"2020-11-05";"2020-11-06";"2021-03-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.83";"FR0010417345";"2020-11-04";"2020-11-05";"2021-03-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.71";"FR0010417345";"2020-10-26";"2020-10-27";"2021-03-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.6";"FR0010417345";"2020-10-13";"2020-10-14";"2021-03-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.5";"FR0010417345";"2020-10-12";"2020-10-13";"2021-03-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.46";"FR0010417345";"2020-07-07";"2020-07-08";"2020-07-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.58";"FR0010417345";"2020-07-02";"2020-07-03";"2020-07-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.6";"FR0010417345";"2020-06-25";"2020-06-26";"2020-07-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.58";"FR0010417345";"2020-06-17";"2020-06-18";"2020-07-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.6";"FR0010417345";"2020-06-15";"2020-06-16";"2020-07-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.51";"FR0010417345";"2020-06-09";"2020-06-10";"2020-07-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.49";"FR0010417345";"2020-06-05";"2020-06-06";"2020-06-08"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.58";"FR0010417345";"2020-05-27";"2020-05-28";"2020-06-08"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.69";"FR0010417345";"2020-04-07";"2020-04-08";"2020-06-08"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.7";"FR0010417345";"2020-03-17";"2020-03-18";"2020-06-08"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.85";"FR0010417345";"2020-03-16";"2020-03-17";"2020-06-08"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.96";"FR0010417345";"2020-03-11";"2020-03-12";"2020-06-08"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"1.03";"FR0010417345";"2020-03-09";"2020-03-10";"2020-06-08"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.96";"FR0010417345";"2020-03-05";"2020-03-06";"2020-06-08"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.7";"FR0010417345";"2020-02-28";"2020-02-29";"2020-06-08"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.64";"FR0010417345";"2020-02-27";"2020-02-28";"2020-06-08"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.5";"FR0010417345";"2020-02-11";"2020-02-12";"2020-06-08"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.48";"FR0010417345";"2020-02-04";"2020-02-06";"2020-02-07"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.58";"FR0010417345";"2020-02-03";"2020-02-04";"2020-02-07"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.6";"FR0010417345";"2020-01-31";"2020-02-01";"2020-02-07"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.54";"FR0010417345";"2020-01-09";"2020-01-10";"2020-02-07"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.67";"FR0010417345";"2020-01-06";"2020-01-07";"2020-02-07"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.71";"FR0010417345";"2020-01-03";"2020-01-04";"2020-02-07"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.82";"FR0010417345";"2020-01-02";"2020-01-03";"2020-02-07"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.98";"FR0010417345";"2019-12-27";"2019-12-28";"2020-02-07"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"1.01";"FR0010417345";"2019-12-23";"2019-12-24";"2020-02-07"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.91";"FR0010417345";"2019-12-18";"2019-12-19";"2020-02-07"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.8";"FR0010417345";"2019-12-10";"2019-12-11";"2020-02-07"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.7";"FR0010417345";"2019-12-03";"2019-12-04";"2020-02-07"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.69";"FR0010417345";"2019-11-08";"2019-11-09";"2020-02-07"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.78";"FR0010417345";"2019-10-31";"2019-11-01";"2020-02-07"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.88";"FR0010417345";"2019-10-23";"2019-10-26";"2020-02-07"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.91";"FR0010417345";"2019-10-16";"2019-10-17";"2020-02-07"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.89";"FR0010417345";"2019-10-15";"2019-10-17";"2020-02-07"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"1.11";"FR0010417345";"2019-10-07";"2019-10-08";"2020-02-07"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"1.04";"FR0010417345";"2019-10-03";"2019-10-04";"2020-02-07"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.9";"FR0010417345";"2019-09-30";"2019-10-01";"2020-02-07"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.8";"FR0010417345";"2019-09-26";"2019-09-27";"2020-02-07"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.71";"FR0010417345";"2019-09-24";"2019-09-25";"2020-02-07"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.61";"FR0010417345";"2019-09-18";"2019-09-19";"2020-02-07"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.5";"FR0010417345";"2019-09-10";"2019-09-11";"2020-02-07"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.49";"FR0010417345";"2019-09-06";"2019-09-07";"2019-09-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.54";"FR0010417345";"2019-09-05";"2019-09-06";"2019-09-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.6";"FR0010417345";"2019-08-23";"2019-08-24";"2019-09-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.5";"FR0010417345";"2019-07-24";"2019-07-26";"2019-09-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.49";"FR0010417345";"2019-06-25";"2019-06-26";"2019-06-27"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.5";"FR0010417345";"2019-05-02";"2019-05-03";"2019-06-27"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.48";"FR0010417345";"2019-04-08";"2019-04-09";"2019-04-10"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.58";"FR0010417345";"2019-04-05";"2019-04-06";"2019-04-10"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.68";"FR0010417345";"2019-03-28";"2019-03-29";"2019-04-10"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.78";"FR0010417345";"2019-03-13";"2019-03-14";"2019-04-10"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.8";"FR0010417345";"2019-03-08";"2019-03-09";"2019-04-10"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.74";"FR0010417345";"2019-03-06";"2019-03-07";"2019-04-10"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.65";"FR0010417345";"2019-03-05";"2019-03-06";"2019-04-10"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"DBV TECHNOLOGIES";"0.5";"FR0010417345";"2019-02-22";"2019-02-23";"2019-04-10"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"ERAMET";"0.49";"FR0000131757";"2020-07-23";"2020-07-24";"2020-07-27"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"ERAMET";"0.58";"FR0000131757";"2020-07-20";"2020-07-21";"2020-07-27"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"ERAMET";"0.6";"FR0000131757";"2020-06-19";"2020-06-20";"2020-07-27"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"ERAMET";"0.52";"FR0000131757";"2020-06-11";"2020-06-12";"2020-07-27"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"ERAMET";"0.49";"FR0000131757";"2020-04-28";"2020-04-29";"2020-04-30"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"ERAMET";"0.59";"FR0000131757";"2020-04-15";"2020-04-16";"2020-04-30"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"ERAMET";"0.67";"FR0000131757";"2020-04-07";"2020-04-08";"2020-04-30"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"ERAMET";"0.78";"FR0000131757";"2020-03-17";"2020-03-18";"2020-04-30"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"ERAMET";"0.8";"FR0000131757";"2020-03-12";"2020-03-13";"2020-04-30"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"ERAMET";"0.72";"FR0000131757";"2020-03-09";"2020-03-10";"2020-04-30"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"ERAMET";"0.6";"FR0000131757";"2020-02-21";"2020-02-22";"2020-04-30"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"ERAMET";"0.53";"FR0000131757";"2020-02-20";"2020-02-21";"2020-04-30"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"ERAMET";"0.48";"FR0000131757";"2019-09-05";"2019-09-06";"2019-09-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"ERAMET";"0.59";"FR0000131757";"2019-08-20";"2019-08-21";"2019-09-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"ERAMET";"0.62";"FR0000131757";"2019-07-31";"2019-08-02";"2019-09-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"ERAMET";"0.52";"FR0000131757";"2019-07-29";"2019-07-31";"2019-09-09"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"EUROAPI";"0.47";"FR0014008VX5";"2023-06-29";"2023-06-30";"2023-07-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"EUROAPI";"0.59";"FR0014008VX5";"2023-06-05";"2023-06-06";"2023-07-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"EUROAPI";"0.61";"FR0014008VX5";"2023-05-30";"2023-05-31";"2023-07-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"EUROAPI";"0.59";"FR0014008VX5";"2023-05-15";"2023-05-16";"2023-07-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"EUROAPI";"0.66";"FR0014008VX5";"2023-04-13";"2023-04-14";"2023-07-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"EUROAPI";"0.7";"FR0014008VX5";"2023-04-03";"2023-04-04";"2023-07-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"EUROAPI";"0.61";"FR0014008VX5";"2023-03-17";"2023-03-20";"2023-07-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"EUROAPI";"0.52";"FR0014008VX5";"2023-03-10";"2023-03-13";"2023-07-03"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"EUROPCAR MOBILITY GROUP";"0.49";"FR0012789949";"2020-11-30";"2020-12-03";"2020-12-04"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"EUROPCAR MOBILITY GROUP";"0.5";"FR0012789949";"2020-10-14";"2020-10-15";"2020-12-04"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"EUROPCAR MOBILITY GROUP";"0.48";"FR0012789949";"2020-02-06";"2020-02-07";"2020-02-10"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"EUROPCAR MOBILITY GROUP";"0.58";"FR0012789949";"2020-02-04";"2020-02-05";"2020-02-10"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"EUROPCAR MOBILITY GROUP";"0.65";"FR0012789949";"2020-02-03";"2020-02-04";"2020-02-10"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"EUROPCAR MOBILITY GROUP";"0.77";"FR0012789949";"2020-01-30";"2020-01-31";"2020-02-10"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"EUROPCAR MOBILITY GROUP";"0.87";"FR0012789949";"2020-01-16";"2020-01-17";"2020-02-10"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"EUROPCAR MOBILITY GROUP";"0.91";"FR0012789949";"2020-01-14";"2020-01-15";"2020-02-10"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"EUROPCAR MOBILITY GROUP";"0.84";"FR0012789949";"2020-01-10";"2020-01-11";"2020-02-10"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"EUROPCAR MOBILITY GROUP";"0.72";"FR0012789949";"2020-01-08";"2020-01-09";"2020-02-10"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"EUROPCAR MOBILITY GROUP";"0.61";"FR0012789949";"2020-01-06";"2020-01-07";"2020-02-10"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"EUROPCAR MOBILITY GROUP";"0.59";"FR0012789949";"2020-01-02";"2020-01-03";"2020-02-10"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"EUROPCAR MOBILITY GROUP";"0.6";"FR0012789949";"2019-12-19";"2019-12-20";"2020-02-10"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"EUROPCAR MOBILITY GROUP";"0.5";"FR0012789949";"2019-12-11";"2019-12-13";"2020-02-10"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"EUROPCAR MOBILITY GROUP";"0.49";"FR0012789949";"2019-08-30";"2019-08-31";"2019-09-02"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"EUROPCAR MOBILITY GROUP";"0.59";"FR0012789949";"2019-08-08";"2019-08-20";"2019-09-02"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"EUROPCAR MOBILITY GROUP";"0.68";"FR0012789949";"2019-07-17";"2019-07-18";"2019-09-02"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"EUROPCAR MOBILITY GROUP";"0.78";"FR0012789949";"2019-07-05";"2019-07-06";"2019-09-02"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"EUROPCAR MOBILITY GROUP";"0.8";"FR0012789949";"2019-06-03";"2019-06-04";"2019-09-02"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"EUROPCAR MOBILITY GROUP";"0.72";"FR0012789949";"2019-05-30";"2019-05-31";"2019-09-02"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"EUROPCAR MOBILITY GROUP";"0.61";"FR0012789949";"2019-05-23";"2019-05-24";"2019-09-02"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"EUROPCAR MOBILITY GROUP";"0.51";"FR0012789949";"2019-05-14";"2019-05-15";"2019-09-02"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"EUTELSAT COMMUNICATIONS";"0.45";"FR0010221234";"2020-02-19";"2020-02-20";"2020-02-21"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"EUTELSAT COMMUNICATIONS";"0.54";"FR0010221234";"2020-02-14";"2020-02-15";"2020-02-21"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"FORVIA";"0.48";"FR0000121147";"2022-10-18";"2022-10-19";"2022-10-20"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"FORVIA";"0.58";"FR0000121147";"2022-10-13";"2022-10-14";"2022-10-20"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"FORVIA";"0.68";"FR0000121147";"2022-10-05";"2022-10-06";"2022-10-20"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"FORVIA";"0.72";"FR0000121147";"2022-09-16";"2022-09-19";"2022-10-20"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"FORVIA";"0.67";"FR0000121147";"2022-09-15";"2022-09-16";"2022-10-20"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"FORVIA";"0.73";"FR0000121147";"2022-09-05";"2022-09-06";"2022-10-20"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"FORVIA";"0.6";"FR0000121147";"2022-08-25";"2022-08-26";"2022-10-20"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"FORVIA";"0.52";"FR0000121147";"2022-08-22";"2022-08-23";"2022-10-20"
"VOLEON CAPITAL MANAGEMENT LP";"549300EJ1ZB4YYIOMD56";"GAUSSIN S.A.";"0.44";"FR0013495298";"2021-01-08";"2021-01-11";"2021-01-12"
